Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Multiple Sclerosis	C0026769	MTCO2P12	107075310		MT-CO2 pseudogene 12		703	0.368	0.962		0.03		0.667	3	0	2007	2018
Multiple Sclerosis	C0026769	EBNA1BP2	10969	Q99848	EBNA1 binding protein 2		116	0.55	0.692	1.3668e-09	0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	IL17F	112744	Q96PD4	interleukin 17F		236	0.48	0.808	0.039165	0.03		1.0	3	1	2014	2019
Multiple Sclerosis	C0026769	H3P28	115482699		H3 histone pseudogene 28		111	0.553	0.692		0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	TNFRSF13C	115650	Q96RJ3	TNF receptor superfamily member 13C		127	0.54	0.731	0.26993	0.03		1.0	3	0	2007	2014
Multiple Sclerosis	C0026769	IL22RA2	116379	Q969J5	interleukin 22 receptor subunit alpha 2	Receptor	30	0.682	0.5	1.2114e-16	0.03		1.0	3	0	2010	2019
Multiple Sclerosis	C0026769	CNP	1267	P09543	2',3'-cyclic nucleotide 3' phosphodiesterase	Enzyme	70	0.604	0.692	0.98405	0.03		1.0	3	0	1996	2008
Multiple Sclerosis	C0026769	AADAC	13	P22760	arylacetamide deacetylase	Enzyme	54	0.631	0.615	0.0029108	0.03		0.667	3	0	2017	2017
Multiple Sclerosis	C0026769	COMT	1312	P21964	catechol-O-methyltransferase	Enzyme	622	0.4	0.923	1.1377e-06	0.03		1.0	3	3	2006	2014
Multiple Sclerosis	C0026769	SLCO6A1	133482	Q86UG4	solute carrier organic anion transporter family member 6A1	Transporter	449	0.412	0.885	2.8807e-11	0.03		1.0	3	1	2003	2018
Multiple Sclerosis	C0026769	CREB1	1385	P16220	cAMP responsive element binding protein 1		294	0.463	0.885	0.99673	0.03		1.0	3	0	2001	2019
Multiple Sclerosis	C0026769	MAPK14	1432	Q16539	mitogen-activated protein kinase 14	Kinase	626	0.379	0.923	0.37466	0.03		1.0	3	0	2008	2015
Multiple Sclerosis	C0026769	CSF1R	1436	P07333	colony stimulating factor 1 receptor	Kinase	356	0.448	0.808	0.13278	0.03		1.0	3	0	2002	2018
Multiple Sclerosis	C0026769	AGTR1	185	P30556	angiotensin II receptor type 1	G-protein coupled receptor	440	0.423	0.846	0.00053161	0.03		1.0	3	0	2009	2019
Multiple Sclerosis	C0026769	GPR183	1880	P32249	G protein-coupled receptor 183	G-protein coupled receptor	30	0.7	0.462	0.017257	0.03		1.0	3	0	2017	2017
Multiple Sclerosis	C0026769	EIF2B1	1967	Q14232	eukaryotic translation initiation factor 2B subunit alpha		62	0.663	0.538	7.615e-05	0.03		0.667	3	0	2008	2017
Multiple Sclerosis	C0026769	DMTN	2039	Q08495	dematin actin binding protein	Cellular structure	35	0.691	0.538	0.90082	0.03		1.0	3	0	2017	2018
Multiple Sclerosis	C0026769	EZH2	2146	Q15910	enhancer of zeste 2 polycomb repressive complex 2 subunit	Epigenetic regulator	653	0.376	0.885	1.0	0.03		1.0	3	0	2015	2019
Multiple Sclerosis	C0026769	F2RL1	2150	P55085	F2R like trypsin receptor 1	G-protein coupled receptor	256	0.48	0.769	0.00014843	0.03		1.0	3	0	2006	2019
Multiple Sclerosis	C0026769	FCGR1A	2209	P12314	Fc fragment of IgG receptor Ia	Cell adhesion	141	0.532	0.731	0.00013116	0.03		1.0	3	0	2011	2019
Multiple Sclerosis	C0026769	FCGR3A	2214	P08637	Fc fragment of IgG receptor IIIa	Cell adhesion	352	0.432	0.962	3.6955e-06	0.03		1.0	3	0	1997	2013
Multiple Sclerosis	C0026769	FCGR3B	2215	O75015	Fc fragment of IgG receptor IIIb	Cell adhesion	291	0.452	0.962	3.0294e-07	0.03		1.0	3	0	1997	2013
Multiple Sclerosis	C0026769	GAPDH	2597	P04406	glyceraldehyde-3-phosphate dehydrogenase	Enzyme	305	0.447	0.808	0.11388	0.03		1.0	3	0	2006	2018
Multiple Sclerosis	C0026769	GAS6	2621	Q14393	growth arrest specific 6	Extracellular structure	190	0.5	0.769	0.034477	0.03		1.0	3	0	2016	2018
Multiple Sclerosis	C0026769	ACAD8	27034	Q9UKU7	acyl-CoA dehydrogenase family member 8	Enzyme	203	0.506	0.885	5.6389e-14	0.03		1.0	3	0	2016	2019
Multiple Sclerosis	C0026769	IL37	27178	Q9NZH6	interleukin 37		280	0.459	0.846	0.00012343	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	GPR17	2840	Q13304	G protein-coupled receptor 17	G-protein coupled receptor	41	0.686	0.615	8.4259e-05	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	DLL1	28514	O00548	delta like canonical Notch ligand 1		212	0.492	0.808	0.99999	0.03		1.0	3	0	1998	1999
Multiple Sclerosis	C0026769	CXCL1	2919	P09341	C-X-C motif chemokine ligand 1	Signaling	315	0.449	0.923	0.11845	0.03		1.0	3	0	2007	2018
Multiple Sclerosis	C0026769	CXCL2	2920	P19875	C-X-C motif chemokine ligand 2	Signaling	186	0.513	0.885	3.6079e-07	0.03		1.0	3	0	2015	2019
Multiple Sclerosis	C0026769	TBX21	30009	Q9UL17	T-box transcription factor 21	Transcription factor	124	0.541	0.808	0.99636	0.03		0.667	3	0	2012	2016
Multiple Sclerosis	C0026769	GZMA	3001	P12544	granzyme A	Enzyme	65	0.597	0.731	2.0457e-06	0.03		1.0	3	0	2012	2019
Multiple Sclerosis	C0026769	GZMB	3002	P10144	granzyme B	Enzyme	290	0.453	0.808	3.6674e-14	0.03		0.667	3	0	2012	2016
Multiple Sclerosis	C0026769	HLA-E	3133	P13747	major histocompatibility complex, class I, E		118	0.545	0.769	0.036773	0.03		0.667	3	0	2012	2016
Multiple Sclerosis	C0026769	HMOX1	3162	P09601	heme oxygenase 1		666	0.381	0.923	0.0096817	0.03		1.0	3	0	2008	2016
Multiple Sclerosis	C0026769	HP	3240	P00738	haptoglobin	Enzyme	464	0.412	0.885	1.736e-05	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	HPT	3258		hypoparathyroidism		71	0.593	0.692		0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	HRES1	3272	P13985	HTLV-1 related endogenous sequence		54	0.636	0.615		0.03		1.0	3	0	1996	2015
Multiple Sclerosis	C0026769	HSPA2	3306	P54652	heat shock protein family A (Hsp70) member 2		115	0.55	0.808	0.048648	0.03		1.0	3	0	2001	2016
Multiple Sclerosis	C0026769	APOA1	335	P02647	apolipoprotein A1		416	0.429	0.885	0.00054909	0.03		1.0	3	0	2009	2020
Multiple Sclerosis	C0026769	TMEM119	338773	Q4V9L6	transmembrane protein 119		16	0.78	0.346	0.62503	0.03		1.0	3	0	2016	2019
Multiple Sclerosis	C0026769	ARMH1	339541	Q6PIY5	armadillo like helical domain containing 1		111	0.553	0.692	1.6479e-05	0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	IGFALS	3483	P35858	insulin like growth factor binding protein acid labile subunit	Receptor	203	0.511	0.846	5.4379e-11	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	IL15	3600	P40933	interleukin 15		426	0.422	0.846	0.70859	0.03		1.0	3	0	2002	2015
Multiple Sclerosis	C0026769	IDO1	3620	P14902	indoleamine 2,3-dioxygenase 1		295	0.454	0.846	3.3013e-06	0.03		1.0	3	0	2007	2017
Multiple Sclerosis	C0026769	INS	3630	P01308	insulin		405	0.445	0.923	0.30091	0.03		1.0	3	0	2006	2018
Multiple Sclerosis	C0026769	AR	367	P10275	androgen receptor	Nuclear receptor	854	0.351	0.846	0.98837	0.03		1.0	3	0	2005	2018
Multiple Sclerosis	C0026769	GSTK1	373156	Q9Y2Q3	glutathione S-transferase kappa 1		445	0.412	0.885	1.9374e-06	0.03		1.0	3	1	2003	2018
Multiple Sclerosis	C0026769	MALAT1	378938		metastasis associated lung adenocarcinoma transcript 1		336	0.435	0.846		0.03		1.0	3	2	2019	2019
Multiple Sclerosis	C0026769	KLRB1	3820	Q12918	killer cell lectin like receptor B1		71	0.601	0.615	2.4129e-07	0.03		1.0	3	1	2011	2018
Multiple Sclerosis	C0026769	LAIR1	3903	Q6GTX8	leukocyte associated immunoglobulin like receptor 1	Receptor	89	0.569	0.692	3.2563e-07	0.03		1.0	3	0	1991	1995
Multiple Sclerosis	C0026769	LOC390714	390714		immunoglobulin heavy chain variable region		55	0.617	0.615		0.03		1.0	3	0	1991	1995
Multiple Sclerosis	C0026769	RPSA	3921	P08865	ribosomal protein SA	Nucleic acid binding	221	0.485	0.769	0.93037	0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	LCN2	3934	P80188	lipocalin 2	Enzyme	497	0.405	0.885	1.1404e-09	0.03		1.0	3	0	2012	2017
Multiple Sclerosis	C0026769	ASIC2	40	Q16515	acid sensing ion channel subunit 2	Ion channel	50	0.653	0.538	0.99912	0.03		1.0	3	1	2007	2019
Multiple Sclerosis	C0026769	MIR150	406942		microRNA 150		282	0.455	0.808		0.03		1.0	3	0	2015	2018
Multiple Sclerosis	C0026769	MIR20A	406982		microRNA 20a		180	0.498	0.769		0.03		1.0	3	0	2010	2017
Multiple Sclerosis	C0026769	MIR27A	407018		microRNA 27a		248	0.466	0.846		0.03		1.0	3	0	2016	2019
Multiple Sclerosis	C0026769	MC1R	4157	Q01726	melanocortin 1 receptor	G-protein coupled receptor	183	0.524	0.808	8.1075e-11	0.03		1.0	3	1	2004	2017
Multiple Sclerosis	C0026769	MMP12	4321	P39900	matrix metallopeptidase 12	Enzyme	216	0.484	0.885		0.03		1.0	3	0	2003	2018
Multiple Sclerosis	C0026769	CD200	4345	P41217	CD200 molecule		149	0.529	0.769	0.41359	0.03		1.0	3	0	2007	2017
Multiple Sclerosis	C0026769	COX2	4513	P00403	cytochrome c oxidase subunit II	Enzyme	875	0.352	0.962		0.03		0.667	3	0	2007	2018
Multiple Sclerosis	C0026769	ND1	4535	P03886	NADH dehydrogenase, subunit 1 (complex I)	Enzyme	260	0.522	0.769		0.03		1.0	3	0	1995	2008
Multiple Sclerosis	C0026769	NHS	4810	Q6T4R5	NHS actin remodeling regulator		295	0.466	0.846	0.99999	0.03		1.0	3	0	2009	2019
Multiple Sclerosis	C0026769	NOS1	4842	P29475	nitric oxide synthase 1		521	0.408	0.885	1.0	0.03		1.0	3	0	2004	2017
Multiple Sclerosis	C0026769	OMG	4974	P23515	oligodendrocyte myelin glycoprotein		22	0.716	0.462	0.97114	0.03		0.667	3	0	1995	2017
Multiple Sclerosis	C0026769	GAL	51083	P22466	galanin and GMAP prepropeptide		226	0.493	0.846	4.3885e-06	0.03		1.0	3	1	2009	2019
Multiple Sclerosis	C0026769	PDE7A	5150	Q13946	phosphodiesterase 7A		40	0.659	0.577	0.0045645	0.03		1.0	3	0	2006	2017
Multiple Sclerosis	C0026769	PLA2G4A	5321	P47712	phospholipase A2 group IVA	Enzyme	202	0.496	0.846	5.9817e-05	0.03		1.0	3	0	2009	2019
Multiple Sclerosis	C0026769	PML	5371	P29590	promyelocytic leukemia		274	0.477	0.846	0.21291	0.03		1.0	3	0	2013	2018
Multiple Sclerosis	C0026769	PPARA	5465	Q07869	peroxisome proliferator activated receptor alpha	Nuclear receptor	408	0.432	0.885	0.030182	0.03		1.0	3	2	2006	2017
Multiple Sclerosis	C0026769	TRPM4	54795	Q8TD43	transient receptor potential cation channel subfamily M member 4	Ion channel	73	0.633	0.577	5.6531e-33	0.03		0.667	3	0	2013	2019
Multiple Sclerosis	C0026769	PRB1	5542	P04280	proline rich protein BstNI subfamily 1 (gene/pseudogene)		54	0.621	0.692	8.3839e-11	0.03		1.0	3	0	2018	2019
Multiple Sclerosis	C0026769	MAPK8	5599	P45983	mitogen-activated protein kinase 8	Kinase	520	0.397	0.885	0.99823	0.03		1.0	3	0	1999	2020
Multiple Sclerosis	C0026769	B2M	567	P61769	beta-2-microglobulin	Immune response	352	0.447	0.846	0.56167	0.03		1.0	3	0	2012	2018
Multiple Sclerosis	C0026769	PSMB6	5694	P28072	proteasome 20S subunit beta 6		100	0.561	0.731	0.015779	0.03		1.0	3	0	1998	1999
Multiple Sclerosis	C0026769	ACKR3	57007	P25106	atypical chemokine receptor 3	G-protein coupled receptor	400	0.428	0.885	0.39134	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	PSMD7	5713	P51665	proteasome 26S subunit, non-ATPase 7	Enzyme	114	0.551	0.692	0.26367	0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	GJC2	57165	Q5T442	gap junction protein gamma 2	Cell-cell junction	115	0.593	0.692	0.010438	0.03		1.0	3	0	2012	2018
Multiple Sclerosis	C0026769	AICDA	57379	Q9GZX7	activation induced cytidine deaminase	Enzyme	265	0.463	0.885	9.2098e-06	0.03		1.0	3	0	2002	2018
Multiple Sclerosis	C0026769	PTGS2	5743	P35354	prostaglandin-endoperoxide synthase 2	Enzyme	1234	0.314	0.962	0.99597	0.03		1.0	3	0	2007	2018
Multiple Sclerosis	C0026769	RAB4A	5867	P20338	RAB4A, member RAS oncogene family		24	0.705	0.577	0.2026	0.03		1.0	3	0	1996	2015
Multiple Sclerosis	C0026769	ROS1	6098	P08922	ROS proto-oncogene 1, receptor tyrosine kinase	Kinase	356	0.439	0.885	1.6184e-72	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	SEMA4A	64218	Q9H3S1	semaphorin 4A	Signaling	141	0.569	0.692	1.8394e-05	0.03		1.0	3	0	2012	2018
Multiple Sclerosis	C0026769	FBXW4	6468	P57775	F-box and WD repeat domain containing 4		52	0.633	0.577	0.00067616	0.03		0.667	3	0	2017	2017
Multiple Sclerosis	C0026769	SLC1A1	6505	P43005	solute carrier family 1 member 1	Transporter	122	0.561	0.654	8.6876e-06	0.03		1.0	3	0	2006	2018
Multiple Sclerosis	C0026769	RTN4R	65078	Q9BZR6	reticulon 4 receptor		75	0.595	0.692	0.95882	0.03		1.0	3	0	2008	2017
Multiple Sclerosis	C0026769	BMP4	652	P12644	bone morphogenetic protein 4	Signaling	423	0.422	0.808	0.9564	0.03		1.0	3	0	1995	2019
Multiple Sclerosis	C0026769	SP3	6670	Q02447	Sp3 transcription factor	Nucleic acid binding	28	0.711	0.5	0.99995	0.03		1.0	3	0	1996	2002
Multiple Sclerosis	C0026769	ADAM17	6868	P78536	ADAM metallopeptidase domain 17		316	0.453	0.808	0.99528	0.03		1.0	3	0	2002	2009
Multiple Sclerosis	C0026769	TAP1	6890	Q03518	transporter 1, ATP binding cassette subfamily B member	Transporter	181	0.5	0.808	5.3431e-06	0.03		0.667	3	0	1993	1995
Multiple Sclerosis	C0026769	SERPING1	710	P05155	serpin family G member 1	Enzyme modulator	207	0.507	0.769	0.96351	0.03		1.0	3	0	2016	2019
Multiple Sclerosis	C0026769	CLDN5	7122	O00501	claudin 5	Cell-cell junction	104	0.559	0.769	0.89512	0.03		1.0	3	0	2010	2019
Multiple Sclerosis	C0026769	YY1	7528	P25490	YY1 transcription factor	Transcription factor	245	0.481	0.808	0.9938	0.03		1.0	3	0	1998	1999
Multiple Sclerosis	C0026769	CXCR4	7852	P61073	C-X-C motif chemokine receptor 4	G-protein coupled receptor	739	0.362	0.923	0.017804	0.03		1.0	3	1	2006	2016
Multiple Sclerosis	C0026769	SYN3	8224	O14994	synapsin III	Cellular structure	38	0.686	0.462	0.0018871	0.03		1.0	3	2	2004	2009
Multiple Sclerosis	C0026769	CAV1	857	Q03135	caveolin 1	Enzyme modulator	633	0.388	0.885	0.008274	0.03		1.0	3	0	2009	2011
Multiple Sclerosis	C0026769	TNFSF11	8600	O14788	TNF superfamily member 11	Signaling	327	0.453	0.846	0.0049159	0.03		0.667	3	0	2008	2018
Multiple Sclerosis	C0026769	TP63	8626	Q9H3D4	tumor protein p63	Transcription factor	816	0.362	0.769	0.99728	0.03		1.0	3	0	1999	2016
Multiple Sclerosis	C0026769	AOC3	8639	Q16853	amine oxidase copper containing 3		106	0.561	0.769	6.267e-11	0.03		1.0	3	0	2018	2019
Multiple Sclerosis	C0026769	TNFRSF25	8718	Q93038	TNF receptor superfamily member 25		96	0.573	0.769	0.0086475	0.03		1.0	3	0	1998	2019
Multiple Sclerosis	C0026769	RIPK1	8737	Q13546	receptor interacting serine/threonine kinase 1	Kinase	250	0.479	0.769	0.0079441	0.03		1.0	3	0	2013	2019
Multiple Sclerosis	C0026769	ALKBH1	8846	Q13686	alkB homolog 1, histone H2A dioxygenase		51	0.644	0.538	4.8961e-06	0.03		1.0	3	0	2016	2017
Multiple Sclerosis	C0026769	SPHK1	8877	Q9NYA1	sphingosine kinase 1	Kinase	236	0.48	0.808	3.0327e-07	0.03		1.0	3	0	2017	2018
Multiple Sclerosis	C0026769	EIF2B4	8890	Q9UI10	eukaryotic translation initiation factor 2B subunit delta		63	0.659	0.538	0.96117	0.03		0.667	3	2	2008	2017
Multiple Sclerosis	C0026769	EIF2B2	8892	P49770	eukaryotic translation initiation factor 2B subunit beta		72	0.647	0.538	2.083e-10	0.03		0.667	3	0	2008	2017
Multiple Sclerosis	C0026769	EIF2B5	8893	Q13144	eukaryotic translation initiation factor 2B subunit epsilon		84	0.615	0.769	0.064171	0.03		1.0	3	2	2007	2017
Multiple Sclerosis	C0026769	EIF2S2	8894	P20042	eukaryotic translation initiation factor 2 subunit beta	Nucleic acid binding	69	0.621	0.577	0.95327	0.03		0.667	3	0	2008	2017
Multiple Sclerosis	C0026769	CD1D	912	P15813	CD1d molecule		140	0.532	0.769	1.8805e-06	0.03		1.0	3	0	2004	2020
Multiple Sclerosis	C0026769	CD27	939	P26842	CD27 molecule		154	0.517	0.692	0.010011	0.03		1.0	3	0	2010	2018
Multiple Sclerosis	C0026769	CD80	941	P33681	CD80 molecule		233	0.475	0.769	0.010898	0.03		1.0	3	0	2000	2015
Multiple Sclerosis	C0026769	ENTPD1	953	P49961	ectonucleoside triphosphate diphosphohydrolase 1	Enzyme	206	0.499	0.769	0.0080716	0.03		1.0	3	0	2007	2014
Multiple Sclerosis	C0026769	SART3	9733	Q15020	spliceosome associated factor 3, U4/U6 recycling protein	Nucleic acid binding	87	0.584	0.769	0.99661	0.03		1.0	3	0	2017	2019
Multiple Sclerosis	C0026769	ADA	100	P00813	adenosine deaminase	Enzyme	379	0.44	0.885	2.8825e-12	0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	OCLN	100506658	Q16625	occludin		195	0.507	0.846	8.5583e-07	0.02		1.0	2	0	2007	2010
Multiple Sclerosis	C0026769	MICA	100507436	Q29983	MHC class I polypeptide-related sequence A		248	0.473	0.846	0.0049697	0.02		1.0	2	0	2004	2008
Multiple Sclerosis	C0026769	KLRC4-KLRK1	100528032	P26718	KLRC4-KLRK1 readthrough		246	0.469	0.769		0.02		1.0	2	0	2007	2019
Multiple Sclerosis	C0026769	P2RX5-TAX1BP3	100533970		P2RX5-TAX1BP3 readthrough (NMD candidate)		91	0.588	0.769		0.02		1.0	2	0	2019	2019
Multiple Sclerosis	C0026769	MIR548AC	100616384		microRNA 548ac		1	1.0	0.077		0.02		1.0	2	2	2015	2019
Multiple Sclerosis	C0026769	CDKN2A	1029	P42771;Q8N726	cyclin dependent kinase inhibitor 2A		1314	0.3	0.885	0.39474	0.02		1.0	2	0	2007	2018
Multiple Sclerosis	C0026769	HTATIP2	10553	Q9BUP3	HIV-1 Tat interactive protein 2		63	0.608	0.577	5.3767e-13	0.02		1.0	2	0	2009	2009
Multiple Sclerosis	C0026769	CXCR6	10663	O00574	C-X-C motif chemokine receptor 6	G-protein coupled receptor	325	0.448	0.885	5.7212e-05	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	SIRT1-AS	106633813		SIRT1 antisense RNA		44	0.67	0.615		0.02		1.0	2	0	2017	2018
Multiple Sclerosis	C0026769	GJB6	10804	O95452	gap junction protein beta 6	Cell-cell junction	176	0.528	0.808	1.658e-07	0.02		0.5	2	0	2014	2018
Multiple Sclerosis	C0026769	CCL27	10850	Q9Y4X3	C-C motif chemokine ligand 27	Signaling	185	0.502	0.846	0.013511	0.02		1.0	2	0	2016	2017
Multiple Sclerosis	C0026769	EHD1	10938	Q9H4M9	EH domain containing 1	Enzyme modulator	29	0.711	0.462	0.98342	0.02		0.5	2	0	2005	2017
Multiple Sclerosis	C0026769	IMMT	10989	Q16891	inner membrane mitochondrial protein		93	0.576	0.846	0.0133	0.02		1.0	2	0	2007	2014
Multiple Sclerosis	C0026769	PARK7	11315	Q99497	Parkinsonism associated deglycase	Enzyme	161	0.535	0.808	0.75335	0.02		1.0	2	0	2008	2010
Multiple Sclerosis	C0026769	CARD16	114769	Q5EG05	caspase recruitment domain family member 16		30	0.695	0.615	0.38275	0.02		1.0	2	0	2003	2018
Multiple Sclerosis	C0026769	ADCYAP1	116	P18509	adenylate cyclase activating polypeptide 1	Signaling	220	0.51	0.846	0.52424	0.02		1.0	2	0	2007	2019
Multiple Sclerosis	C0026769	MRGPRX3	117195	Q96LB0	MAS related GPR family member X3	G-protein coupled receptor	167	0.529	0.923		0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	MRGPRX4	117196	Q96LA9	MAS related GPR family member X4	G-protein coupled receptor	166	0.531	0.923		0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	SERPINA3	12	P01011	serpin family A member 3	Enzyme modulator	229	0.486	0.846	8.833e-14	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	CCR1	1230	P32246	C-C motif chemokine receptor 1	G-protein coupled receptor	192	0.531	0.769	0.38775	0.02		1.0	2	0	2000	2014
Multiple Sclerosis	C0026769	ACKR2	1238	O00590	atypical chemokine receptor 2	G-protein coupled receptor	59	0.641	0.615	0.001388	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	CD200R1	131450	Q8TD46	CD200 receptor 1		70	0.623	0.769	4.3137e-09	0.02		1.0	2	0	2010	2017
Multiple Sclerosis	C0026769	GPR151	134391	Q8TDV0	G protein-coupled receptor 151	G-protein coupled receptor	169	0.53	0.923	3.2266e-08	0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	CR2	1380	P20023	complement C3d receptor 2		123	0.556	0.654	4.7399e-19	0.02		0.5	2	0	2012	2018
Multiple Sclerosis	C0026769	HT	140805		Hashimoto thyroiditis		170	0.505	0.731		0.02		1.0	2	0	2019	2020
Multiple Sclerosis	C0026769	PARP1	142	P09874	poly(ADP-ribose) polymerase 1		565	0.389	0.923	0.00033366	0.02		1.0	2	0	2012	2019
Multiple Sclerosis	C0026769	CST3	1471	P01034	cystatin C		370	0.436	0.808	0.0039011	0.02		1.0	2	0	2007	2019
Multiple Sclerosis	C0026769	ADRA1A	148	P35348	adrenoceptor alpha 1A	G-protein coupled receptor	294	0.462	0.846	3.3722e-07	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	CTNNB1	1499	P35222	catenin beta 1		1368	0.303	0.885	0.99999	0.02		1.0	2	0	2015	2017
Multiple Sclerosis	C0026769	ADRA2B	151	P18089	adrenoceptor alpha 2B	G-protein coupled receptor	296	0.465	0.846	4.4533e-06	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	CYBB	1536	P04839	cytochrome b-245 beta chain	Ion channel	343	0.452	0.885	0.99904	0.02		1.0	2	0	2016	2019
Multiple Sclerosis	C0026769	ADRB2	154	P07550	adrenoceptor beta 2	G-protein coupled receptor	387	0.442	0.923	0.52545	0.02		1.0	2	0	2002	2012
Multiple Sclerosis	C0026769	CYP2D6	1565	P10635	cytochrome P450 family 2 subfamily D member 6		432	0.437	0.885	1.0793e-25	0.02		0.5	2	0	1995	2003
Multiple Sclerosis	C0026769	CYP27A1	1593	Q02318	cytochrome P450 family 27 subfamily A member 1	Enzyme	167	0.538	0.731	5.2916e-19	0.02		1.0	2	1	2017	2018
Multiple Sclerosis	C0026769	DDIT3	1649	P35638	DNA damage inducible transcript 3		264	0.467	0.846	0.59066	0.02		1.0	2	0	2008	2011
Multiple Sclerosis	C0026769	OXER1	165140	Q8TDS5	oxoeicosanoid receptor 1	G-protein coupled receptor	169	0.529	0.923	7.3192e-08	0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	DDT	1652	P30046	D-dopachrome tautomerase	Enzyme	86	0.575	0.731	0.32959	0.02		1.0	2	0	2018	2019
Multiple Sclerosis	C0026769	IDO2	169355	Q6ZQW0	indoleamine 2,3-dioxygenase 2		31	0.695	0.577	3.1422e-09	0.02		0.5	2	0	2017	2018
Multiple Sclerosis	C0026769	DHCR24	1718	Q15392	24-dehydrocholesterol reductase	Enzyme	216	0.498	0.769	0.031029	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	DLD	1738	P09622	dihydrolipoamide dehydrogenase	Enzyme	190	0.517	0.769	0.0095142	0.02		1.0	2	0	1976	1997
Multiple Sclerosis	C0026769	JAG1	182	P78504	jagged canonical Notch ligand 1		420	0.429	0.808	1.0	0.02		1.0	2	0	2006	2007
Multiple Sclerosis	C0026769	ATN1	1822	P54259	atrophin 1		499	0.409	0.885	0.99992	0.02		1.0	2	0	2017	2018
Multiple Sclerosis	C0026769	ABCA1	19	O95477	ATP binding cassette subfamily A member 1	Transporter	291	0.467	0.846	1.4525e-13	0.02		0.5	2	0	2013	2017
Multiple Sclerosis	C0026769	EDNRA	1909	P25101	endothelin receptor type A	G-protein coupled receptor	427	0.426	0.885	0.99158	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	RLS1	192142		Restless legs syndrome, susceptibility to		37	0.705	0.423		0.02		1.0	2	0	2017	2017
Multiple Sclerosis	C0026769	EGFR	1956	P00533	epidermal growth factor receptor	Kinase	1394	0.295	0.885	0.36837	0.02		1.0	2	0	2011	2019
Multiple Sclerosis	C0026769	AHSG	197	P02765	alpha 2-HS glycoprotein	Enzyme modulator	204	0.506	0.846	3.209e-10	0.02		1.0	2	0	2017	2019
Multiple Sclerosis	C0026769	A2M	2	P01023	alpha-2-macroglobulin	Enzyme modulator	147	0.529	0.769	4.5229e-11	0.02		0.5	2	0	2001	2004
Multiple Sclerosis	C0026769	EPHA4	2043	P54764	EPH receptor A4	Kinase	118	0.566	0.846	1.0	0.02		0.5	2	0	2012	2017
Multiple Sclerosis	C0026769	AKT1	207	P31749	AKT serine/threonine kinase 1	Kinase	1250	0.311	0.962	0.9759	0.02		1.0	2	0	2016	2019
Multiple Sclerosis	C0026769	ERV3-1	2086	Q14264	endogenous retrovirus group 3 member 1, envelope		27	0.7	0.423		0.02		0.5	2	0	1995	1996
